date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2018-02-26,5060,7966719130.44034,0,0,79.50462174,40.68832691991868,0.0007725403997621603,7.96671913044034,,-43.56143444868846,1000000000,6432,6452,12577885.13516174,100204478.1267742156425033206,2352.71846228,18743.4471819862554640803752,196,1561.47694956630664,15179739.518620614388163374,120932721.2180960863581637986,0.10492100607681003,0.09622316569217403,0.10560014304864093
2018-02-27,5263,8431264619.07293,0,0,64.86670117,42.917934671266956,0.000791362841177981,8.43126461907293,,-40.861930248465086,1000000000,6743,6797,15416230.237142472,129978316.5579016095069929685,2683.55920351,22625.7977657413955854019843,181.367,1529.15317016740009531,18240151.906229682562953171,153787547.4135099825591496416,0.10497120736024496,0.09708330884391175,0.10581576298556102
2018-02-28,5046,8145272273.82882,0,0,50.90577136,41.34548992198348,0.0007902641451230123,8.14527227382882,,-39.05477917168946,1000000000,6281,6319,19644138.04802776,160006852.985866310359264848,3665.28045372,29854.7072554922334512122104,164.351,1338.68364347604039582,23160907.187068852689160848,188651895.1475545730457297493,0.10502270939179019,0.09673466669611448,0.10492191411995427
2018-03-01,4666,8472880402.66269,0,0,83.86480718,43.116132374135724,0.000775646898899749,8.47288040266269,,-23.55853246049724,1000000000,5798,5813,11923952.771220963,101030225.757553571276227546,2630.66747246,22289.3308733285257562445174,184.3,1561.551858210733767,15292070.01741812039168716,129567880.3667276927862455159,0.1048855618636387,0.09166669470000637,0.10492331923042761
2018-03-02,5223,7987104515.71088,0,0,56.79645821,40.59140838367141,0.0007251736078435915,7.98710451571088,,-31.131569815008657,1000000000,6642,6688,17606731.678062357,140626806.0927616514615428233,3069.59082634,24517.1427504449056517285792,109.44969260359994,874.1861340373807835057762253,20529423.446585718913166942,163970650.7151656134055854313,0.10497168525198544,0.09151684605767625,0.1052122983790135
2018-03-03,4871,7894327170.45407,0,0,113.32613026,40.21077960145697,0.0006909283981139439,7.89432717045407,,-20.241299830434023,1000000000,6142,6149,8824090.240227498,69660255.33796651909790076002,1806.31163852,14259.6150462758465141027764,100.796,795.71660147308843972,11107010.265239458440329199,87682372.9193921234727139003,0.10333476259495898,0.08726366017812405,0.10481441745254512
2018-03-04,5628,8068315216.65508,0,0,60.47042003,40.99089958646556,0.0007038828052635553,8.06831521665508,,-20.69997401367461,1000000000,7093,7119,16537010.979709903,133425817.3255855427933724113,2734.34501361,22061.5574808945048212756388,150,1210.247282498262,19465802.151884113962134236,157056227.7064437974230219495,0.10282933505215486,0.08718997393945835,0.10417386005467204
2018-03-05,5607,7953433099.05024,0,0,78.79393707,40.3518086835997,0.0006891660875366022,7.95343309905024,,-24.13075362524069,1000000000,6853,6880,12691331.809830956,100939658.4873387115553385512,2241.19559761,17825.1992474770569602139264,189.7678639,1509.306009878321163582336,15419425.711527221939551143,122637370.8224069047612921656,0.10282906307247551,0.08690543828750728,0.10399756912456008
2018-03-06,5535,7118813171.55171,0,0,68.23327639,36.08526812519715,0.0006667406276769318,7.11881317155171,,-20.854066777465537,1000000000,7287,7311,14655605.78119437,104330519.4722358695325900159,2527.70482414,17994.2583958826307764662794,224.3823,1597.335672703067258733,18480049.969285399519068322,131556023.1322826759228950841,0.10319848684365067,0.08480813880285706,0.10485106799170654
2018-03-07,6029,6401857577.75666,0,0,48.19440952,32.31670721584341,0.0006464508328485253,6.40185757775666,,-8.288558121742799,1000000000,8100,8165,20749294.57413369,132834028.7025229127699331279,2879.84586979,18436.3631042863310746653014,246.16782691,1575.9313681036733449797206,23513941.526869644961403166,150532904.7467174446831799164,0.10295953629009597,0.07361520898623297,0.105316859821887
2018-03-08,6631,6104938496.60346,0,0,50.0365341,30.84260691232262,0.0006543009011049161,6.10493849660346,,-26.835163170915315,1000000000,8849,8921,19985397.032091882,122009619.7111222655238756391,2672.79701948,16317.2614178304399914554008,263.9,1611.093269253653094,23844022.210752379608418027,145566289.1082901410383372497,0.10289700268014691,0.06553908701657893,0.10523836450512805
