date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2015-05-27,1643,19809,677595282.0432156134289887488,0.012363624962956668,0.00008377619798994809137979610498,0.011,0.00007453624488372139,1919.798957,13.00860047149681007278093,2048.56811579,467.51151423429275,0.00002856627118644075,0.00677602226215649,,-12.343265133649691,99998975184.530876,155278,8539,48814083.561096996,330765.3169167603979738010209,5761.21754082,39.0381383137227866678029218,400,2.710408904862596,49195036.581097,333346.6630611161716559898695,0.0675597114324103,0.05296989996856618,0.04333782635234211
2015-05-28,1919,19459,792129135.9554843196733008294,0.012433034020554928,0.00009848669661657254230171980255,0.011,0.00008713510000786954,2385.7003,18.898021293573123994442,1052.51768765,548.6946702770699,0.000033429595558153115,0.00792137272798814,,4.282508606801533,99998972798.83057,191884,10240,95009303.854743,752604.108460099663305186748,9687.21495164,76.7360403280800445045935496,580,4.5943961822331212,99197081.104743,785777.052959138834267001748,0.06790629778372444,0.06045018906071842,0.04748801164925201
2015-05-29,2141,19822,930861534.8248378103332725129,0.012432866908119723,0.0001157339688193637671393808034,0.011,0.00010239582442417812,3693.842057,34.38490933811063157410844,630.30157481,641.3178114224452,0.00003933593045002922,0.00930871131128892,,18.11020144956639,99998969104.988512,297103,12338,158652576.95947504,1476851.037707801196005308969,12972.75477869,120.7596291469689930732491148,400,3.723484524515568,160057848.459475,1489932.304415282771198636517,0.06744720752162026,0.06690023940142092,0.05178500655155383
2015-05-30,2275,19679,816065337.6983787387372363918,0.012410389695977598,0.0001012779348082178353976160914,0.011,0.0000897681144735914,2129.660103,17.3795974469040410639922,2132.73987781,564.5159693046047,0.000035056406195207445,0.0081607376794174,,-0.4992774846800001,99998966975.328404,171603,8752,46887559.057715006,382637.0698982034522586013175,5366.98983749,43.798596191854911343878326,300,2.44822130382522,46971895.057715,383325.313871134749140575241,0.06630888543114027,0.07106385735088232,0.05398353774502003
2015-05-31,1219,19351,822011601.3471854765788776033,0.012493072365012244,0.0001026955666404302680745955783,0.011,0.00009042221160972406,1523.717571,12.52526478531061315304166,5034.58011265,575.185607457552,0.00003582558912916422,0.00822020105542946,,1.7218172258916347,99998965451.610833,121965,7128,19862424.117604997,163273.119694924157074218477,3097.52944271,25.4623147941885690535162366,700,5.754140738800622,22079189.867605,181495.3798527140602038166433,0.06618720920603305,0.07102121460635206,0.05398870833292071
2015-06-01,1853,19875,738246814.4704315878363178491,0.0120875048327703,0.00008923654524711885595410856296,0.011,0.00008120799216204631,2997.640761,22.13021703853804872960381,896.07384465,517.9540957029176,0.00003306366627703094,0.00738254474200421,,-8.181563326190853,99998962453.969858,247995,10082,111596787.53116,823868.2770127262416362261836,13071.88317177,96.5037623778439289614931517,400,2.953017896801684,131790726.13776,972950.9322932368946149599696,0.06663874042379092,0.07371167026055085,0.05539373419164869
2015-06-02,2393,19994,820389427.9200673089914188955,0.012250002976055717,0.0001004987747122778235371251678,0.011,0.00009024377577669806,2642.595142,21.67979667847632455971132,1151.67906849,575.5069260872051,0.00003641021858562247,0.00820397961606346,,1.824607426016998,99998959811.374716,215722,10359,86828841.946551,712342.0494159003238143441265,8746.98387359,71.7600774009681643380580214,700,5.742785731244422,90610005.946551,743362.6417968933004817841265,0.06711652396105831,0.07632215346042309,0.05600033196443833
2015-06-03,2033,19899,797526558.6675412605131247789,0.012038903360322617,0.00009601445254500238169775188675,0.011,0.00008772883595659359,2231.639477,17.79810305381739217174113,2077.30985718,567.3821956152741,0.000035412460549386265,0.00797534872332669,,-1.6708342859356322,99998957579.735238,185369,9200,48138681.49431102,383922.7719982835509792039271,5240.38864069,41.7939268552626799038970161,300,2.392604616998007,48211575.494311,384504.1270681215672130894606,0.06697587197996094,0.07649270840507565,0.056052080093522555
2015-06-04,1668,19687,762591834.3525189182676452943,0.012043667166934252,0.00009184498167646480380837085407,0.011,0.00008388597795319896,2062.309391,15.72716728237283397267576,1824.70134347,548.5672265156486,0.000034114679135008774,0.00762599799574536,,-0.6699099556242465,99998955517.425847,171236,8242,54802916.58438599,417926.9320335277099514279915,6932.47629027,52.8670502951512485363656472,900,6.863398196170824,57137469.584386,435730.228532489103635487949,0.06695527397431258,0.07626654362955049,0.05625769742146037
2015-06-05,1622,19716,783179583.7494367416180433618,0.01202026014052103,0.00009414120920936342448004478919,0.011,0.00008615065640818241,2747.687225,21.51955073073883576606475,1744.53949682,570.5977700050091,0.00003485000000000002,0.00783187785528931,,3.221051248639058,99998952769.738522,228588,8101,57321117.092453,448931.9875968282107143325774,7269.28997561,56.9321911836565273993937291,400,3.132751142115724,58888518.092453,461207.6807790865304976425774,0.06697232139692834,0.0763882417838444,0.05635263838223178
2015-06-06,888,20091,785344993.6543735514947132813,0.01202938832914623,0.00009447319068677850090369806815,0.011,0.00008638885611803337,2460.743706,19.32553036009001893867902,5776.83520885,576.0905405079587,0.00003487970543541781,0.00785353237436667,,4.117449203471451,99998950308.994669,204561,7027,17310334.585253995,135947.2730764112931277092123,2483.37449626,19.5032620040544308477836542,800,6.282825899493336,17450672.585254,137049.4221027652021298310842,0.06695978548077049,0.07637745571271484,0.05620295724789822
