date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2018-09-25,8857,22895,53022310652.4004101871308427,0.00208969819109364,0.001108097803682043436516792577,0.000029,0.000015377740404685687,1676.472912,888.978111593912832055536,184.71235697,436.6345448159495,0.000082641866541544,0.530266910506403,187.99347725192686,64.51823316935025,99991739257.809418,802256,21684,541337574.254406,287053403.0409143951206139616,25557.30119931,13552.19114783970183133418193,1007.999988,534.509039427251297923164,554184519.205939,293865712.8498096302579351274,0.06300290813213176,0.09356293497635336,0.08117316451531173
2018-09-26,9232,23139,51756338054.96720966040077011,0.0020673524608662707,0.001070074338267485048931401958,0.000021,0.000010869729051523734,1349.51807,698.51884623977333651778,163.57759026,416.1912069279484,0.00008008449510561112,0.517606145310654,171.46808977671472,53.27678860482883,99991737972.709687,652776,22927,611280174.845103,316402375.0063963673942656274,26679.03878124,13809.23442415108483334733096,1000,517.606145310654,611670322.137603,316604317.6425706806237699224,0.0630130682816828,0.09367225141908792,0.08124553074752125
2018-09-27,8113,23350,54201299077.81745284057021096,0.0016454534335603212,0.0008919308360432475234160715759,0.000024,0.000013009386730999944,977.789312,530.018304218598513158272,115.93791179,420.8395213576013,0.00008117188649088646,0.542057780458331,157.64273706031253,53.66934604676433,99991737102.247919,594237,17788,862459359.1674981,467502805.9658485287868165717,48517.08251956,26299.06206486638312507245436,735.48818,398.67709040413743302758,863021863.858018,467807716.009889146163949248,0.06310429341728083,0.09370106024242046,0.08144278132217386
2018-09-28,7758,23396,53978667959.79154864704915892,0.0017878084665182243,0.0009651149525507297447267852977,0.000024,0.00001295595098412708,980.341197,529.218854002186233638115,247.65781705,412.7361908142491,0.00008150702220923433,0.539831291005295,166.9866699538068,56.64852718093195,99991736046.405084,548348,18723,403749565.58198607,217956649.2309505604618729862,22333.51115771,12056.32816094774984519007445,606.9415,327.6460135096902552425,418150329.405886,225730632.1574688083730301664,0.06301526447557472,0.09350046151269191,0.08140120126042258
2018-09-29,8011,23683,57000479215.524510934115522,0.0018477066352317994,0.001053288689558613961530994577,0.000022,0.000012541141936951738,914.686845,521.418979591253370385755,432.83772514,432.02462108845714,0.00008657483180555418,0.570051906225079,189.97259420085172,70.5402838499937,99991735126.342111,495039,18223,231014371.7123441,131690182.9600107217034972977,12697.6244444,7238.3050190603796387211076,681.150369,388.291066274365957904151,231388810.250344,131903632.3623616963780011772,0.06311067215120549,0.09336279776723067,0.08156219813432633
2018-09-30,8907,23264,58093298805.15013553969739201,0.0019009354555445846,0.00110440740381605306330102411,0.000023,0.000013362563265196279,1147.551013,666.705348315329461316549,332.4819889,437.0397781445887,0.00008796764759655629,0.580981011530273,193.05038525211165,73.20627886970316,99991734070.852823,603677,21600,300743310.6421761,174726152.8278545873821957471,14183.47838856,8240.33162120335526969687688,665.0088,386.3574853005330114024,306363133.192976,177991163.0180389523063749624,0.06262527439260207,0.09332373357328061,0.08151766598300039
2018-10-01,9355,23041,57272890514.62622292041455898,0.0019957194970362598,0.001143100745844558452622299256,0.000024,0.000013746630195781944,1349.10638,772.73610419291957246678,76.13069162,409.3888694119202,0.00008728931859381121,0.572776258157581,180.79683059123525,65.31694404503878,99991732720.998058,676000,23682,1313422098.0806181,752296994.7200957852827116808,57044.66710113,32673.83097003010465800316653,755.946,432.987921249190726626,1350931806.288908,773781665.0322227761130764115,0.06208118954925407,0.09346912353035233,0.0813744332798878
2018-10-02,8588,23379,51918964632.919078641509874,0.0021196090755179866,0.001100570086097202895240176346,0.000023,0.0000119423493098838,1188.500842,617.1083569676093574852,221.5748118,365.97009986793944,0.00007977490256322186,0.5192325786906,156.42091938608806,52.089824624899386,99991731574.024596,560717,19858,451277520.055517,234317990.4435250503831660402,23051.67586333,11969.181101656698915955698,720,373.847456657232,457760179.293918,237683998.3166524426809837708,0.06251812835593643,0.09565298409084828,0.08241294287271168
2018-10-03,7774,23348,52507379167.98979906651258243,0.0018612734288366794,0.0009773867157886649979968681528,0.000024,0.000012602813114669064,1131.873875,594.366454833387200512625,379.85499461,367.7579603228513,0.00008123145158379788,0.525117213111211,159.05860895219107,56.59944396381464,99991731097.319064,608118,18226,263236583.736981,138230061.240879391467926394,14932.68088297,7841.40776954426393628597667,757.7907,397.9289405055937615377,272163041.773081,142917498.0077503971818791111,0.062433760054012695,0.09546525626027372,0.0823333062436976
2018-10-04,6897,23744,52517674893.56862172092678348,0.002120844141857704,0.001113910151554504627539479975,0.000022,0.00001155484405974954,980.966766,515.22354586030986471762,512.61110497,367.22026713230315,0.00008024404299462292,0.52522018453407,146.9655587545854,58.685194132578246,99991730021.11061,462536,14709,195063526.81908807,102451301.5517879486058752455,13563.89025265,7124.0289414967063548327855,499,262.08487208250093,199511261.726218,104787341.7004693551342332473,0.062398730972562634,0.09536201483768558,0.08232567414544514
2018-10-05,7176,23569,51769522893.01352885685873255,0.0019107802340418384,0.0009892836333407345535540052123,0.00002,0.00001035476101035566,949.49536,491.58987666208055598688,149.60186965,353.15570820020554,0.00007862206381882129,0.517738050517783,117.84257788776704,83.71365960973905,99991729101.694402,496915,16337,668385557.8449949,346048635.7129085410835999943,41123.96560921,21291.44178407273772553358143,599.75,310.51339579804035425,671842226.157677,347838284.4264031658964504701,0.062368306884485206,0.08960603152570681,0.08205909552938208
2018-10-06,7218,23646,48472641509.2632491584506822,0.0023909027729804525,0.001159029603120345459686882952,0.000022,0.000010664863313057888,1192.438849,578.054424262048847140496,347.25258011,327.97813902752983,0.00007400475062308657,0.484766514229904,107.17332586311967,60.85581522523689,99991728154.463142,498740,16183,287951001.3209891,139589003.179386368046698078,17984.86265619,8718.45917874479868576870576,735.5469,356.5685067656117744976,291049032.365069,141090824.8896010112363248234,0.0625273783351151,0.0904926784389705,0.08167892997278199
2018-10-07,6843,23585,47814055972.76367598130869748,0.0016234494466447948,0.0007763012432451371918095363024,0.00002,0.00000956360230187062,788.46881,377.03010631345942626811,585.12420923,322.64345553424187,0.00007284258402814917,0.478180115093531,99.49671720834698,66.30582232087957,99991727935.845575,485675,14284,170889746.755447,81716078.77182401224018871336,11966.09770866,5721.94997954747638068867846,605.47,289.52371428568021457,170923739.670447,81732333.50783107685652157836,0.06253201380534855,0.08989727463357043,0.07951479247065357
2018-10-08,7275,23958,48744390926.71722597380822446,0.0019395485840078368,0.0009454993632130322242819851593,0.000018,0.000008774716280974488,834.99894,407.04882185635775816904,415.91053809,327.84876800582094,0.00007380885198919658,0.487484237831916,75.46784531992998,76.57399316159633,99991727206.41736,430512,16010,240416431.05661097,117199220.6559013781751714617,15277.50031732,7447.54059816559503882358512,535.241762,260.921922404381779675992,244592780.080311,119235124.9766398537909990059,0.0621200596593089,0.08923669557629381,0.07933485029496072
2018-10-09,7054,24168,47682073450.24295847070873325,0.0019228597147674935,0.0009169352436601754368374788951,0.00002,0.00000953720374521496,751.268982,358.250267439711518518536,391.61568988,319.0558262687358,0.00007235647551936075,0.476860187260748,91.75988588383107,72.75170923248602,99991726556.46825,390704,15296,255331257.509252,121757311.2693841776831464405,16902.56449403,8060.16006981001607029933444,489.88,233.60426853529523024,258541626.500692,123288208.4278183547762064376,0.06085364255517782,0.08948733582611598,0.07859555581375173
2018-10-10,6913,24319,45824156433.86222997539276516,0.0021288474668791657,0.0009756071164245315698366768751,0.00002,0.00000916558965922294,791.452267,362.706335709187666070249,396.75271175,305.0203761289082,0.00007019027308166171,0.458279482961147,78.44860886818816,71.74441085048038,99991725873.853289,371775,16093,252025311.76642495,115498029.5694391034062399414,15838.66520952,7258.53530301353261877451944,491.514545,225.251031550483420383115,254891639.216825,116811608.6314057810429836983,0.060902577095336544,0.08961106653232509,0.07848254556513277
2018-10-11,8462,23507,37923674834.77941972913025346,0.0022568977807569325,0.0008559694104499799868501949904,0.000022,0.0000083438989530061,1370.774262,519.8909967958867913181,222.98247576,250.96983556705732,0.00006157698308735438,0.37926813422755,44.29808125976208,44.26342919488241,99991724619.886739,607371,24071,448428623.2713491,170074687.2823534820449748877,18632.22730257,7066.6100855493406270798035,1134.9158,430.43739797136729029,448496343.400049,170100371.36921514267924715,0.0624797377134716,0.09715552881942391,0.0823839992842875
2018-10-12,7447,23673,41535948094.27219635522796033,0.0018722809667358754,0.0007777340184408183957892839635,0.000022,0.000009138664927800738,1058.59702,439.73470269765347275458,252.29033098,271.9306067495153,0.00006708906898344173,0.415393860354579,67.47295028135429,54.14163912961112,99991723659.124935,565405,18946,396335932.7745451,164635513.112451197540351427,21171.45753601,8794.49347521623714026088979,1000,415.393860354579,401114434.477245,166620473.3814466377782070549,0.06260889672377853,0.09819714666191232,0.0825856695809756
2018-10-13,5921,24202,41363893594.75746129865549111,0.0015988586420738779,0.000661404930966713262990743974,0.00002,0.0000082734635015489,615.653311,254.679259908311695670395,694.09570764,270.02560647242916,0.00006674639459682634,0.413673175077445,60.63392904749412,47.43032568604743,99991723144.759392,385058,12456,144060425.73591897,59593933.71718607153374799463,11975.23772867,4953.83461352612971314684815,418.526693,173.133265947973074739385,149163561.14831,61704963.94608001557738086795,0.06252929342419357,0.09812793779736206,0.082498806991453
2018-10-14,5540,24338,40226955662.5446220236242581,0.0015835937999522885,0.0006370843089830861741065376882,0.000021,0.000008448359982874329,558.748902,224.786279244370006320798,1080.66218372,262.8948496149655,0.00006506723387735727,0.402302856327349,57.41574203539741,45.10580041869087,99991722727.945117,352836,11623,92528196.354406,37224357.68419533453195444969,8167.59688125,3285.84755465722252148030625,410,164.94417109421309,94931978.550806,38191406.12779588314856379329,0.06255608722012403,0.0983098285700136,0.08251696803462762
2018-10-15,7995,23340,44048836675.78016714958782834,0.002063833051467299,0.0009091697151602732439387483686,0.00002,0.00000881049670673596,1289.93487,568.24834620194393434626,223.26341804,285.10585367906265,0.00006837564707168415,0.440524835336798,66.35820750268456,56.37346042015443,99991721561.176353,625019,24383,447864331.90551203,197295361.0659007338633776907,18483.86327816,8142.60082699932128795773168,1093.999988,481.934164572158987958424,450692038.311312,198541035.964696574552693259,0.06261041178475557,0.09934608874736402,0.083155543857751
2018-10-16,7385,23574,46335660797.6942206963488229,0.0017471848869495593,0.0008096366943530287162265423679,0.00002,0.00000926789946960436,895.474187,414.958237137084774132766,386.41632456,299.1456741767636,0.00007171146392470134,0.463394973480218,80.56566509127659,64.90513039217416,99991720776.989086,512524,18161,258766812.94842303,119911240.4237950217598940006,14605.82238317,6768.26467590583661761113106,521.75,241.7763274133037415,265256340.300723,122918454.7791132156920115976,0.06240800365328332,0.09949833994160102,0.0787038674236842
2018-10-17,7778,23646,46364131942.76726378695101159,0.0018154121785269027,0.0008417697972596495328518817293,0.00002,0.00000927359425276848,937.509711,434.704233392211931735464,382.59801211,308.3090832981089,0.00007196943877008625,0.463679712638424,106.15958072361468,70.62085254115308,99991719885.579445,516417,17582,261349292.78404707,121182364.9763622845084063066,15052.71297194,6979.63762525781650767782256,551.735826,255.828709252003504978224,264656799.472647,122715988.7272819653841891883,0.06098924018514832,0.0991000169790081,0.07748152351618297
2018-10-18,7124,24030,45375145873.14918186488690178,0.0019816327873211914,0.0008992432315658121959516579481,0.00002,0.0000090757807129486,799.414446,362.76551053296450477378,483.2877239,301.91897089767025,0.0000709435578596123,0.45378903564743,108.1429700923954,41.431322945679135,99991719298.399405,403412,16006,206898943.12174705,93888471.87569006407890944258,13178.94857958,5980.4623667746755841774794,500.494338,227.11884298801887925134,210942250.964747,95723280.64259070169125115021,0.060815863215321835,0.09526722107241199,0.07734150992958985
2018-10-19,6702,24021,45028598734.81290725572090413,0.0018975078556959085,0.0008544919608709716217411016429,0.000025,0.00001125808199299375,757.728017,341.22256575098248323575,422.82578187,298.0860124597565,0.00007054955164216347,0.45032327971975,110.63053611348082,38.36955325334308,99991718755.547318,399328,14893,236484441.20960993,106494449.1682039465491772171,15880.91174022,7151.544259795752806403345,363.718,163.7906826531080305,236514418.547038,106507948.6611118206468326005,0.06081503192923239,0.09532989125919031,0.07653562384661718
2018-10-20,6198,24320,45555750055.5081680982579828,0.0017442393331403095,0.0007946671230360933007857525111,0.000022,0.000010023095096312518,598.031642,272.460364471360149304298,1084.35865516,301.33882008387855,0.00007109507843776407,0.455595231650569,119.51394415833778,-0.2778071985511057,99991718285.691748,342861,12848,92212772.78523901,42011699.5782322515292814675,7352.24089351,3349.64589302947485665990719,328.68777,149.74858071385894384113,94461590.999858,43036250.4336616092723846192,0.06081114378888301,0.07243412748488354,0.07625157479443463
2018-10-21,6069,24953,45235786450.51070277232607747,0.0022920011799405057,0.001036890634855087257805857883,0.000023,0.000010405092637118996,512.812344,231.993910642527554160288,914.77629932,299.9858793547987,0.00007051774287624797,0.452395332048652,117.3906306132406,-19.664141020822672,99991717964.158626,223740,11912,109307289.703466,49450107.62073770087936502783,9322.77217376,4217.57861316208840011777152,300,135.7185996145956,111052862.133866,50239796.44000348136204884863,0.060616228737111845,0.06070661924121906,0.07596309293179818
2018-10-22,6676,23961,44916614216.45708486990246714,0.0015697265656254467,0.0007051264278679427318461487597,0.00002,0.00000898406694909938,678.697966,304.873398238078736893054,655.31624095,298.77761865582977,0.00007010002958784161,0.449203347454969,123.03570337627863,-21.191497453496282,99991717494.847502,432367,14878,152585440.80827203,68541890.78396782658158312722,10397.9904391,4670.8121120484829797868879,438.796327,197.108778939345195098863,154701301.752932,69492342.60305831802063371911,0.05945990087991867,0.06059601084905372,0.0759514323354012
2018-10-23,7189,23875,45870812837.00514495064016639,0.0017970801223227554,0.0008244035454900664202777744346,0.00002,0.00000917492253405498,835.622489,383.338580214460482522261,477.36323481,304.7394412186506,0.00007172404804336586,0.458746126702749,136.87383851913896,-19.84303340215426,99991716914.762711,464989,17215,209466732.29986405,96092052.11564423992116746127,12547.29724115,5756.02400996565087382092135,569.99,261.48070475929990251,216001722.006464,99089953.33158930109678456954,0.05925493451487965,0.06079066229262733,0.07597696143314732
2018-10-24,6709,24222,45283604816.49750009044210269,0.002008793336666967,0.0009097293948660264713644285958,0.000014,0.00000634022987613876,770.737845,349.0467936814146288123,640.12460634,300.76672774236266,0.00007060920288798475,0.45287356258134,120.95324194312467,-7.8986459437830465,99991716359.826533,383682,14729,156206643.782628,70741859.26871306637752896152,10863.47523937,4919.7807336676672315953558,413.579,187.29899513882801586,160008126.800659,72463450.42618122971165310306,0.05919143839433773,0.05436195921122137,0.07601439182993698
2018-10-25,6658,24168,45532870769.88551515676379076,0.001902858660080158,0.0008664979559475934806111560383,0.000018,0.000008196595750521828,722.760902,329.121052109806854220492,583.91134284,302.62307969402036,0.00007112516790427862,0.455366430584546,124.98356478227409,-14.125052579714481,99991715927.403251,379829,14322,171244688.34675106,77979082.48902302988525574512,12104.57760869,5512.01829940278469954930474,398.08,181.27226868709607168,173361760.511651,78943126.08404341293597354545,0.059003346273590045,0.052353580244344215,0.07595685132293103
2018-10-26,6977,24586,45710162290.72499619089561392,0.0026876652463257112,0.001228637935143789698121430186,0.00002,0.00000914278991272036,839.53793,383.78594588750658516274,734.47513203,302.89492267530534,0.00007138222156949943,0.457139495636018,126.35861940339322,-11.681980637680683,99991715279.661989,312367,14993,136140368.705121,62235139.48556054287698864818,9226.84208452,4217.95393683065776631224136,333.006,152.230194883767810108,138338043.373221,63239783.37490783013354427398,0.059003889374638116,0.05225127829868746,0.07576742588139904
2018-10-27,5852,24989,45325358782.28609430725162051,0.0024452568515194997,0.001108413274465645132137862468,0.00002,0.00000906582287072926,618.940969,280.560459619576496052647,1260.77169287,300.1824264688051,0.00007072280818089141,0.453291143536463,125.8656184782404,-16.37586252277614,99991714880.350616,253119,11830,79309930.13729203,35950488.92573009425473238429,6851.76112397,3105.84263512304232555831811,258.961,117.384727821345994943,81056334.09658,36742118.37351234474939359654,0.05891691752710791,0.051382574219035325,0.07561636971676676
2018-10-28,6159,24934,45865913503.74598845969518177,0.003105888976640347,0.001424662394783740431353723666,0.000022,0.000010091337108625718,766.853306,351.753419259550589314714,1327.7900244,304.63758984607426,0.00007159722168917372,0.458697141301169,130.23025053579315,-15.029538127186889,99991714301.16148,246903,12189,75306872.670871,34543047.2144596572152245482,6302.70669922,2891.03354539194080391738818,300,137.6091423903507,76823691.956801,35238807.88478622868887880037,0.05891917625889454,0.0514849927216418,0.07553588023560333
2018-10-29,7209,24144,43925097969.39268734316116611,0.002709782447460881,0.001190373237175845204017184696,0.000021,0.000009225035022319305,1096.107,481.505974438540306935,539.07441189,290.96947125114826,0.00007013962234744485,0.439287382015205,118.93311937316606,-22.939055686315513,99991713324.177186,404500,16483,185487775.191911,81482439.15987947238879500676,12846.0010177,5643.0861564300921068741285,485,213.054380277374425,211740634.774771,93014989.11644682859127239306,0.058950108154574424,0.050648771872506645,0.07565449849520446
2018-10-30,7084,23985,44329000706.5783791410470384,0.0017107977340940807,0.000758442393164439805184255814,0.000018,0.00000797988143477934,712.887705,316.04218678955282633415,596.02936284,293.5914698679507,0.00007068158339920531,0.44332674637663,119.6288415811515,-23.693418962363168,99991712814.273787,416699,15293,167763065.12328905,74373853.8232784265713156549,11144.64397033,4940.7187508923267047253879,335.26384,148.6314273649350600592,170435040.238289,75558411.85741067618254078607,0.05891974670207938,0.05049502011326457,0.07565667864869603
2018-10-31,7334,24033,44941268137.02532700394281737,0.0016314093310008052,0.0007332368107568326012577472647,0.000022,0.0000098878984753351,716.868994,322.1967196721639522677,595.52268102,297.55593211547045,0.00007126979750484816,0.44944993069705,126.47315748764747,-21.531326709879398,99991712241.063435,439417,15962,167905800.11082405,75465250.22344259948206640405,10906.06949765,4901.7321798960034078369325,400,179.77997227882,174082681.321524,78241449.0555156023084883042,0.05892352481585961,0.05065304871296611,0.07557895846343357
2018-11-01,6686,24039,45542621755.97210698910955254,0.0019288119629673464,0.0008785043516453520829965143659,0.000018,0.000008198351437684464,794.647383,361.933250826124827630984,95.67315036,293.0410049133451,0.00007180601992018431,0.455463968760248,138.56085264296237,-12.28131911352012,99991711484.746052,411988,16781,1045138694.6521701,476023017.7711823758888798142,62404.91845325,28423.191828876881940246406,435.75,198.468424387278066,1047216936.56405,476969582.0804110807393458844,0.058928301262345155,0.04782806309344931,0.07554562306206661
2018-11-02,6640,24179,45655898546.49628980260248319,0.0023994510400715367,0.001095581749704363346191104887,0.000014,0.000006392355684575168,905.725583,413.551434225372010294496,472.06107429,292.86873555185167,0.0000719257575888603,0.456596834612512,127.97873096126278,-13.048587398750438,99991710597.910469,377472,16664,211819436.17824,96716084.06839139018456613888,12988.57265711,5930.54116137105020509176032,373.63,170.59827531627285856,216441574.75804,98826537.91306844188355659648,0.05884773942631587,0.04775585656408877,0.07548734014981946
2018-11-03,6328,24686,45322980328.72413397961656818,0.001981688596276421,0.0008982347957946266658450221675,0.000018,0.000008158812819876576,526.140304,238.482236518275496617728,1235.00574613,290.7416463407791,0.00007157869617981032,0.453267378882032,118.22433465935246,-13.699550735253702,99991710059.770165,265501,13073,80964570.71014403,36698598.74809592471306309907,6347.94016363,2877.31419926854742054689616,281.5894,127.6352892589640616608,82986621.759179,37615128.52705766872615417173,0.05877985069995817,0.04774921096706514,0.07546761079990037
2018-11-04,6957,24706,46670080661.54903860721547655,0.0025530876642837477,0.001191626865066854766328043451,0.000018,0.000008401311036540864,667.655402,311.621149857151513519296,707.08972093,299.9358515979048,0.00007269607854574107,0.466739502030048,131.09924555429234,-9.85026084846034,99991709419.410761,261509,15852,141413043.43674704,66003053.47422086107876145506,9030.73316601,4214.99990086974619719226848,473.37974,220.94502411871359442752,143155182.147576,66816178.42858043966032236365,0.05881769512840791,0.048115076203457605,0.07230251708946009
2018-11-05,8080,24268,49330703986.4627140949321628,0.0028851392415625136,0.001423377519329247180407505523,0.000018,0.000008880263031620934,998.950611,492.830232293246907760593,403.87152732,316.90022210146304,0.00007705013935107403,0.493347946201163,146.5439787420302,1.770219625192425,99991708420.628718,346240,18881,247582960.5617181,122144545.1075271619614994982,13448.14654308,6634.61547724078801672560204,578.28999,285.29817887519108925837,253914454.87988,125268174.8257766682134813004,0.05896858946918332,0.047788685867647125,0.07215809995601047
2018-11-06,10461,23782,54652712171.65807414240752146,0.002837857943372563,0.001551094965074316463495982639,0.00002,0.00001093144897331236,1331.403757,727.708611626093441926826,236.60517026,362.6276626281546,0.00008485640830821691,0.546572448665618,169.13986612236326,14.30263020425048,99991707055.643233,469158,27580,422609983.316214,230986973.4116790559468437303,15565.50786916,8507.67775077072712053454088,656.249132,358.687695011926370743576,429296707.031414,234641752.3662463784223077239,0.05938412287123953,0.05117680471775964,0.07279649596848313
2018-11-07,8285,23802,53344341165.724043989564605,0.002367630158943023,0.001263101470740945662914362312,0.000012,0.000006401851907334192,1038.229501,553.882625935623033366516,205.13632599,350.49418470583845,0.00008206404295733487,0.533487658944516,159.41971305118153,9.436904322732563,99991706033.582276,438510,19768,487440269.533414,260043368.2686649212230340576,25331.58821978,13514.08969671691185423372648,499,266.210341813313484,500754835.92854,267146525.1246620145712008866,0.05887822281324895,0.05135853853844011,0.07263095068773441
2018-11-08,7038,23333,49085702209.41982225221288339,0.002335246193196464,0.001146367088441489615484888733,0.000022,0.000010799750372868292,1428.55183,701.27287085019004025338,372.36147277,322.4594155340606,0.00007662192518003353,0.490897744221286,126.0205677688091,2.9437468959559476,99991704560.151855,611735,19321,268533970.0067801,131822720.1231148238810147412,14115.2361914,6929.1376055089163574501404,652.868,320.491428474262548248,272720478.454099,133877867.6760670304478497513,0.059186345906027976,0.05355404210710914,0.07363111892071712
2018-11-09,8076,23748,49749899909.90770984987789802,0.002184358824719612,0.001086806496705298279289256112,0.00002,0.00000995080555819214,1031.222695,513.074826256993896930865,436.48999537,325.38245810095293,0.00007858324327322943,0.497540277909607,129.3624076307569,8.566998176479244,99991703423.34829,472094,17588,229081317.97526908,113977182.6093144276122657421,13426.75694877,6680.35238371577271718983339,501,249.267679232713107,236149801.214909,117494037.7247642726234827308,0.05896372092076075,0.05303769917079816,0.07341049264288645
2018-11-10,6407,24389,50305414297.52519446181406352,0.0018712344390247973,0.0009414103468363880526816514357,0.000012,0.000006037150624442388,595.486678,299.586897494568602708922,1057.44811324,328.55930812218367,0.00007918888054228057,0.503095885370199,145.53954902550808,32.64913130517733,99991702894.783896,318232,13374,94559441.39788803,47572465.89018192622981330082,7280.20166891,3662.63950429387681297881309,347.08979,174.61944520300644316821,97365417.120064,48984140.73045732938907057274,0.05897061399591807,0.038709506314553936,0.07333559624246808
2018-11-11,5319,24214,50086861742.42289591658384358,0.0021347066840040913,0.00106929631465582174026035803,0.000018,0.00000901638328489344,805.911545,403.6892990800359661536,954.15645154,327.4505623974689,0.00007906510393272364,0.50091018249408,138.96505368046294,20.586804548941714,99991702091.252351,377528,14236,104795918.876573,52493342.84909898456482318784,7516.1186723,3764.900375788955272209984,314.41,157.4911704779636928,106999465.418805,53597121.7497026146466331744,0.05885178847647034,0.03556832278079421,0.0733381177847586
2018-11-12,6632,24435,51374087248.17688273246462238,0.0031552963270837114,0.001621139228037687335384624719,0.000019,0.000009761886726241189,1184.059655,608.350327853801141796305,616.92791915,336.65668345802237,0.00008128642146269041,0.513783511907431,167.5034904699021,24.200345311547945,99991700896.452696,375261,17385,162080038.51342404,83274051.39751867533127933004,9428.06703485,4843.98539166391265585097035,479,246.102302203659449,163906945.400865,84212686.03407596550906732782,0.058875474053508486,0.03567921612313583,0.07325956114173937
2018-11-13,7861,24353,50266249501.26241659584703915,0.003215202916490284,0.001616296076710000926089535129,0.000021,0.000010556788635897777,1202.07756,604.28946308932038978972,406.39744299,327.88085955787903,0.00008020248787721835,0.502704220757037,149.73882549294444,24.95666208941669,99991699742.574272,373873,18277,246044116.33963305,123687415.7763689871878777853,13690.24754449,6882.14522382378467813807613,499,250.849406157761463,250216654.370616,125784968.2558133725742880248,0.058704178507819706,0.035490012219676015,0.07332063580974478
2018-11-14,8129,24379,45714391194.85954748523552213,0.00296119627930033,0.001353805236519351437926999794,0.000022,0.000010058001021959616,1201.289223,549.207646936503320091744,271.08065201,295.70111850233883,0.0000820166264312467,0.457181864634528,123.3101919563072,3.7811782586548306,99991698558.305049,405677,24468,368863280.415843,168637602.3357238774670560271,16204.19333658,7408.26332451603817459343424,998.30642,456.40759057222025606976,396484202.559417,181265387.0242481628949097502,0.059071601746704304,0.036628446220406646,0.07455273623997359
2018-11-15,7860,23858,47234142920.91207469294940584,0.0030868127568757426,0.001458150616419010759674694778,0.000022,0.000010392374299271294,1338.349407,632.210362761444402591939,225.17384009,304.0395706660345,0.00008528942507172668,0.472380649966877,126.2395168943623,1.9390966671852732,99991697213.304778,433570,23698,444064448.9274142,209767453.0115149758734072595,19491.78504008,9207.54208624764005611743016,999.9,472.3334119018803123,461916321.879844,218200332.3599098762889739272,0.0591286052586159,0.03593535516341017,0.07460662327027567
2018-11-16,8097,24118,46526756493.65143603886993959,0.003803637825586042,0.001769856283201131642918881206,0.00002,0.00000930612410727324,1521.310592,707.875258743066212507904,82.29408213,289.0716699434647,0.00008466245109072106,0.465306205363662,107.55210479268926,0.35077935930881443,99991695699.154186,399962,19752,1215053295.6475084,565371838.3123538629113861998,61798.84180551,28755.38457639109659822537762,500.72,232.98812314969283664,1220650723.342408,567976356.1528650653937867781,0.05907136647925005,0.03604993777502741,0.07446842642803916
2018-11-17,6462,24687,48542412867.84963962187244281,0.0030275371665187197,0.001469761655631052578812808536,0.000012,0.0000058255733612853,795.403647,386.140191452698018957425,478.92327773,300.3717638786179,0.00008824873620183162,0.485464446773775,118.06633994905214,6.980206359801758,99991694943.770539,262723,17370,208784370.25840905,101357388.8025095523963367627,12211.26621705,5928.13559846746652139786375,520.09,252.48520412257263975,212109694.190158,102971715.3453796507444575064,0.059126938890574715,0.036611063663069716,0.07170669115049004
2018-11-18,7415,24063,50522556109.84066476516467969,0.0025083332705929822,0.00126737935195373620397028585,0.000015,0.00000757901292550803,892.934036,451.170573364670171887272,454.22950084,311.66107066059516,0.00009095108910530643,0.505267528367202,122.24573410472507,12.201067793262988,99991694049.896503,355987,18982,220134742.16393003,111226937.0809202146151452749,11774.30976335,5949.1763923576695925216467,570,288.00249116930514,223499947.92791,112927266.2797334357855044078,0.05907225416350434,0.037194964418287735,0.07182827964659734
2018-11-19,9501,23346,46921347270.86061706504889946,0.0022166759191159565,0.001040180615142821046576634158,0.000015,0.000007038786812537265,1167.458923,547.832964759423886284373,202.02802259,286.17916932299835,0.00009792004754629341,0.469252454169151,103.11105079946093,2.997665816014688,99991692859.526148,526671,25000,494939719.644632,232251678.1090351224445371474,20011.00593727,9390.21364645739922587515777,763.301,358.180867519767127451,500275148.43169,234755341.1614068254996287952,0.05904735278314965,0.039769118497322016,0.05793592169584064
2018-11-20,10621,23130,42036353659.45409044268160739,0.002813239051604284,0.00118268138494428591162179584,0.00002,0.0000084079693424549,1730.203908,727.37507073298291468746,150.36508951,252.87341729337908,0.00009737011714507329,0.420398467122745,74.28694214650473,-7.072766374712723,99991691090.492512,615022,32865,664992728.1457531,279561923.5602468882167481643,20501.47143654,8618.7871656821568956581023,1000,420.398467122745,673780858.761829,283256440.2001196612248637006,0.059426401476521014,0.04462575731539645,0.05287964094266663
